raceId,driverId,constructorId,gridPosition,finalPosition,points,totalLaps,finalMilliseconds,fastestLap,fastestLapTime,fastestLapSpeed,statusId
926,13,3,3,4,12.0,58,5552263,50,1:31.719,208.144,1
926,831,15,10,5,10.0,58,5609216,46,1:32.612,206.137,1
927,20,6,2,1,25.0,56,6065793,46,1:43.648,193.501,1
927,1,131,1,2,18.0,56,6074362,45,1:43.125,193.501,1
927,3,131,3,3,15.0,56,6078103,43,1:42.062,195.516,1
927,8,6,11,4,12.0,56,6119615,40,1:44.124,191.644,1
927,822,3,8,5,10.0,56,6136202,42,1:44.088,191.71,1
927,13,3,7,6,8.0,56,6139379,40,1:43.990,191.891,1
927,830,5,6,7,6.0,56,6163555,42,1:44.579,190.81,1
928,1,131,1,1,25.0,56,5982008,31,1:42.208,191.996,1
928,3,131,2,2,18.0,56,5982722,39,1:42.565,191.328,1
928,20,6,3,3,15.0,56,5984996,15,1:43.018,190.487,1
928,8,6,6,4,12.0,56,5985843,48,1:43.026,190.472,1
928,13,3,4,5,10.0,56,5990552,37,1:42.734,191.013,1
928,822,3,5,6,8.0,56,5991893,37,1:43.051,190.426,1
928,154,208,8,7,6.0,56,6001016,34,1:43.134,190.272,1
928,831,15,9,8,4.0,56,6004633,46,1:43.692,189.248,1
928,817,9,7,9,2.0,56,6014125,46,1:43.245,190.068,1
929,1,131,1,1,25.0,57,5705809,38,1:37.857,199.098,1
929,8,6,4,2,18.0,57,5709189,42,1:36.311,202.294,1
929,3,131,3,3,15.0,57,5711842,36,1:37.326,200.184,1
929,822,3,5,4,12.0,57,5748766,16,1:38.095,198.615,1
929,20,6,2,5,10.0,57,5749798,38,1:36.624,201.639,1
929,817,9,7,6,8.0,57,5767560,53,1:38.948,196.903,1
929,154,208,10,7,6.0,57,5790572,34,1:39.161,196.48,1
930,3,131,1,1,25.0,66,6072555,53,1:29.109,188.061,1
930,1,131,2,2,18.0,66,6090106,54,1:28.270,189.849,1
930,20,6,3,3,15.0,66,6117897,61,1:30.737,184.687,1
930,822,3,4,4,12.0,66,6131772,44,1:30.711,184.74,1
930,8,6,7,5,10.0,66,6132557,47,1:29.931,186.342,1
930,13,3,9,6,8.0,66,6153869,51,1:30.374,185.429,1
931,3,131,2,1,25.0,78,6558420,76,1:18.599,152.841,1
931,20,6,3,2,18.0,78,6562906,75,1:18.854,152.347,1
931,1,131,1,3,15.0,78,6564473,42,1:18.676,152.692,1
931,826,9,5,4,12.0,78,6570385,75,1:19.130,151.815,1
931,817,9,4,5,10.0,78,6572028,74,1:18.063,153.891,1
931,8,6,6,6,8.0,78,6572765,74,1:19.651,150.822,1
931,815,10,7,7,6.0,78,6573433,74,1:19.657,150.811,1
931,18,1,10,8,4.0,78,6574483,76,1:19.490,151.128,1
931,831,15,14,9,2.0,78,6582046,76,1:20.017,150.133,1
931,832,5,0,10,1.0,78,6583476,48,1:19.816,150.511,1
931,807,10,11,11,0.0,78,6584652,46,1:19.921,150.313,1
931,154,208,15,12,0.0,78,6586835,40,1:20.483,149.263,1
931,828,15,17,13,0.0,78,6589579,75,1:19.285,151.519,1
931,822,3,16,14,0.0,78,6604209,74,1:18.944,152.173,1
932,1,131,1,1,25.0,70,5513145,64,1:17.472,202.648,1
932,3,131,2,2,18.0,70,5515430,63,1:17.637,202.218,1
932,822,3,4,3,15.0,70,5553811,67,1:17.922,201.478,1
932,8,6,3,4,12.0,70,5558770,42,1:16.987,203.925,1
932,20,6,18,5,10.0,70,5563048,59,1:17.105,203.613,1
932,13,3,15,6,8.0,70,5569526,64,1:17.553,202.437,1
932,813,208,6,7,6.0,70,5579809,51,1:18.385,200.288,1
933,3,131,2,1,25.0,71,5416930,35,1:11.235,218.622,1
933,1,131,1,2,18.0,71,5425730,60,1:11.475,217.888,1
933,13,3,4,3,15.0,71,5434503,58,1:11.613,217.468,1
933,20,6,3,4,12.0,71,5435111,44,1:11.499,217.815,1
933,822,3,6,5,10.0,71,5470534,52,1:12.248,215.557,1
933,807,10,5,6,8.0,71,5481005,62,1:12.541,214.686,1
934,1,131,1,1,25.0,52,5487729,29,1:37.093,218.425,1
934,3,131,2,2,18.0,52,5498685,24,1:37.403,217.73,1
934,20,6,6,3,15.0,52,5513172,31,1:37.707,217.053,1
934,13,3,3,4,12.0,52,5524568,26,1:37.466,217.589,1
934,822,3,4,5,10.0,52,5550923,32,1:37.513,217.484,1
934,826,9,7,6,8.0,52,5551684,28,1:37.910,216.603,1
934,807,10,9,7,6.0,52,5566473,32,1:38.296,215.752,1
936,20,6,3,1,25.0,69,6369985,63,1:26.772,181.759,1
936,826,9,7,2,18.0,69,6385733,57,1:26.519,182.29,1
936,817,9,4,3,15.0,69,6395069,68,1:24.821,185.939,1
936,830,5,9,4,12.0,69,6414236,62,1:27.650,179.938,1
936,4,1,15,5,10.0,69,6419064,67,1:27.311,180.637,1
936,1,131,1,6,8.0,69,6422010,68,1:25.727,183.974,1
936,154,208,10,7,6.0,69,6428563,60,1:28.080,179.059,1
936,3,131,2,8,4.0,69,6428861,68,1:25.149,185.223,1
936,18,1,16,9,2.0,69,6437013,65,1:28.535,178.139,1
936,828,15,17,10,1.0,69,6439115,60,1:28.004,179.214,1
936,831,15,18,11,0.0,69,6443443,51,1:28.268,178.678,1
936,13,3,8,12,0.0,69,6444263,59,1:26.864,181.566,1
936,822,3,6,13,0.0,69,6450213,51,1:27.058,181.161,1
936,813,208,14,14,0.0,69,6455127,62,1:27.130,181.012,1
937,1,131,1,1,25.0,43,5020387,34,1:52.504,224.12,1
937,3,131,2,2,18.0,43,5022445,34,1:52.416,224.295,1
937,154,208,9,3,15.0,43,5058375,37,1:54.779,219.677,1
937,826,9,12,4,12.0,43,5066079,29,1:53.032,223.073,1
937,815,10,4,5,10.0,43,5074384,29,1:54.796,219.645,1
937,13,3,6,6,8.0,43,5075670,23,1:54.093,220.998,1
937,8,6,16,7,6.0,43,5076090,30,1:54.517,220.18,1
937,830,5,18,8,4.0,43,5076463,36,1:53.276,222.592,1
937,822,3,3,9,2.0,43,5081427,23,1:54.646,219.932,131
937,828,15,13,10,1.0,43,5111621,30,1:54.022,221.136,1
937,831,15,14,11,0.0,43,5122698,29,1:53.991,221.196,1
938,1,131,1,1,25.0,53,4680688,48,1:26.672,240.617,1
938,20,6,3,2,18.0,53,4705730,52,1:27.376,238.678,1
938,13,3,5,3,15.0,53,4728323,31,1:27.874,237.326,1
938,822,3,6,4,12.0,53,4728684,49,1:27.525,238.272,1
938,8,6,2,5,10.0,53,4749548,43,1:27.584,238.111,1
938,815,10,7,6,8.0,53,4753471,46,1:28.140,236.609,1
939,20,6,1,1,25.0,61,7282118,53,1:50.069,165.659,1
939,817,9,2,2,18.0,61,7283596,52,1:50.041,165.701,1
939,8,6,3,3,15.0,61,7299272,48,1:50.341,165.251,1
939,3,131,6,4,12.0,61,7306838,50,1:50.934,164.368,1
939,822,3,7,5,10.0,61,7316322,49,1:51.342,163.765,1
939,826,9,4,6,8.0,61,7317626,36,1:51.109,164.109,1
939,815,10,13,7,6.0,61,7332954,44,1:51.970,162.847,1
939,830,5,8,8,4.0,61,7333568,43,1:50.298,165.315,1
939,832,5,14,9,2.0,61,7334978,43,1:50.401,165.161,1
939,831,15,16,10,1.0,61,7372163,36,1:52.566,161.984,1
939,828,15,17,11,0.0,61,7379625,30,1:51.594,163.395,1
939,813,208,18,12,0.0,61,7379836,57,1:50.175,165.5,1
940,1,131,2,1,25.0,53,5286508,33,1:36.145,217.434,1
940,3,131,1,2,18.0,53,5305472,31,1:37.147,215.191,1
940,20,6,4,3,15.0,53,5307358,32,1:37.906,213.523,1
940,8,6,6,4,12.0,53,5320276,32,1:38.035,213.242,1
940,822,3,3,5,10.0,53,5323254,41,1:38.241,212.795,1
940,807,10,13,6,8.0,53,5342067,43,1:38.331,212.6,1
940,154,208,8,7,6.0,53,5358806,35,1:38.167,212.955,1
940,813,208,11,8,4.0,53,5360083,39,1:38.136,213.022,1
940,830,5,17,9,2.0,53,5381823,32,1:38.237,212.803,1
941,1,131,2,1,25.0,53,5831024,44,1:40.573,209.328,1
941,20,6,4,2,18.0,53,5836977,51,1:40.071,210.378,1
941,815,10,7,3,15.0,53,5859942,48,1:41.772,206.862,1
941,13,3,15,4,12.0,53,5869855,48,1:40.881,208.689,1
941,8,6,5,8,4.0,53,5903382,48,1:40.294,209.91,1
941,831,15,12,6,8.0,53,5887532,52,1:41.372,207.678,1
941,813,208,14,7,6.0,53,5892112,52,1:41.507,207.402,1
941,18,1,13,9,2.0,53,5910491,53,1:43.068,204.261,1
941,830,5,9,10,1.0,53,5919448,45,1:43.265,203.871,1
941,4,1,19,11,0.0,53,5922234,29,1:42.639,205.115,1
942,1,131,2,1,25.0,56,6652703,48,1:40.738,197.014,1
942,3,131,1,2,18.0,56,6655553,49,1:40.666,197.154,1
942,20,6,13,3,15.0,56,6656084,52,1:41.330,195.863,1
942,830,5,8,4,12.0,56,6675062,51,1:43.172,192.366,1
942,815,10,5,5,10.0,56,6677116,54,1:43.010,192.668,1
942,18,1,11,6,8.0,56,6680761,50,1:43.026,192.638,1
942,832,5,20,7,6.0,56,6683322,51,1:42.660,193.325,1
942,813,208,12,8,4.0,56,6684976,51,1:42.849,192.97,1
942,831,15,15,9,2.0,56,6692960,54,1:44.407,190.09,1
942,817,9,3,10,1.0,56,6706074,53,1:41.980,194.614,1
942,4,1,9,11,0.0,56,6707519,55,1:44.323,190.243,1
942,834,209,17,12,0.0,56,6727980,50,1:48.173,183.472,1
943,3,131,1,1,25.0,71,6155038,67,1:20.521,192.426,1
943,1,131,2,2,18.0,71,6156992,67,1:20.723,191.945,1
943,822,3,6,3,15.0,71,6169630,68,1:21.585,189.917,1
943,826,9,4,4,12.0,71,6171610,69,1:21.549,190.001,1
943,817,9,5,5,10.0,71,6174720,70,1:21.625,189.824,1
943,13,3,7,6,8.0,71,6176531,71,1:22.009,188.935,1
943,807,10,10,7,6.0,71,6180898,69,1:22.391,188.059,1
943,815,10,9,8,4.0,71,6189381,51,1:22.757,187.227,1
943,830,5,8,9,2.0,71,6190267,70,1:22.603,187.576,1
943,154,208,12,10,1.0,71,6192972,69,1:22.893,186.92,1
943,813,208,13,11,0.0,71,6193576,70,1:22.963,186.762,1
943,828,15,14,12,0.0,71,6195218,62,1:22.716,187.32,1
943,832,5,11,13,0.0,71,6203810,46,1:22.172,188.56,1
943,18,1,20,14,0.0,71,6204252,49,1:23.006,186.666,1
944,3,131,1,1,25.0,71,5469090,57,1:14.957,206.95,1
944,1,131,2,2,18.0,71,5476846,51,1:14.832,207.296,1
944,20,6,3,3,15.0,71,5483334,57,1:15.046,206.705,1
944,8,6,4,4,12.0,71,5516633,48,1:15.416,205.691,1
945,3,131,1,1,25.0,55,5910175,37,1:45.356,189.779,1
945,1,131,2,2,18.0,55,5918446,44,1:44.517,191.302,1
945,8,6,3,3,15.0,55,5929605,47,1:44.942,190.528,1
945,20,6,15,4,12.0,55,5953910,48,1:44.550,191.242,1
945,815,10,4,5,10.0,55,5974127,30,1:45.892,188.818,1
945,817,9,5,6,8.0,55,5975185,46,1:46.305,188.085,1
945,807,10,7,7,6.0,55,6003793,29,1:47.064,186.751,1
945,13,3,8,8,4.0,55,6007926,33,1:46.984,186.891,1
945,154,208,18,9,2.0,55,6008376,47,1:45.859,188.877,1
945,826,9,9,10,1.0,55,6012546,27,1:46.882,187.069,1
945,832,5,10,11,0.0,55,6013700,38,1:46.998,186.867,1
948,3,131,2,1,25.0,57,6495565,21,1:30.557,210.815,1
948,1,131,1,2,18.0,57,6503625,48,1:30.646,210.608,1
948,20,6,3,3,15.0,57,6505208,23,1:29.951,212.235,1
948,817,9,8,4,12.0,57,6519895,49,1:28.997,214.51,1
948,13,3,6,5,10.0,57,6554544,39,1:32.288,206.861,1
948,154,210,19,6,8.0,57,6567646,48,1:32.862,205.582,1
948,807,10,10,7,6.0,57,6569764,49,1:32.833,205.646,1
948,822,3,16,8,4.0,57,6570718,51,1:32.725,205.886,1
948,832,5,7,9,2.0,57,6571245,23,1:31.671,208.253,1
948,830,5,5,10,1.0,57,6572398,44,1:31.516,208.606,1
948,835,4,13,11,0.0,57,6578964,14,1:32.955,205.376,1
948,825,4,14,12,0.0,57,6581171,45,1:32.452,206.494,1
948,815,10,9,13,0.0,57,6587264,39,1:32.780,205.764,1
949,3,131,2,1,25.0,57,5614696,41,1:34.482,206.21,1
949,8,6,4,2,18.0,57,5624978,39,1:35.158,204.745,1
949,1,131,1,3,15.0,57,5644844,43,1:34.677,205.785,1
949,817,9,5,4,12.0,57,5677190,44,1:36.064,202.814,1
949,154,210,9,5,10.0,57,5692995,42,1:36.095,202.749,1
949,830,5,10,6,8.0,57,5695625,49,1:35.504,204.004,1
950,3,131,1,1,25.0,56,5933891,38,1:40.418,195.419,1
950,20,6,4,2,18.0,56,5971667,37,1:40.610,195.046,1
950,826,9,6,3,15.0,56,5979827,38,1:41.546,193.248,1
950,817,9,2,4,12.0,56,5986579,55,1:41.015,194.264,1
950,8,6,3,5,10.0,56,5999763,40,1:40.593,195.079,1
950,13,3,10,6,8.0,56,6009402,34,1:41.815,192.737,1
950,1,131,22,7,6.0,56,6012121,32,1:40.662,194.945,1
950,830,5,9,8,4.0,56,6013159,41,1:40.399,195.456,1
950,832,5,8,9,2.0,56,6018018,35,1:41.485,193.364,1
950,822,3,5,10,1.0,56,6020083,23,1:41.558,193.225,1
950,815,10,7,11,0.0,56,6028174,30,1:41.846,192.679,1
950,4,1,11,12,0.0,56,6031144,36,1:42.226,191.962,1
950,18,1,12,13,0.0,56,6035881,46,1:40.298,195.652,1
951,3,131,1,1,25.0,53,5561997,52,1:39.094,212.452,1
951,1,131,10,2,18.0,53,5587019,36,1:40.266,209.969,1
951,8,6,3,3,15.0,53,5593995,47,1:40.101,210.315,1
951,822,3,2,4,12.0,53,5612214,37,1:41.159,208.115,1
951,13,3,4,5,10.0,53,5636424,52,1:39.743,211.07,1
952,830,9,4,1,25.0,66,6100017,36,1:28.816,188.682,1
952,8,6,5,2,18.0,66,6100633,38,1:28.538,189.274,1
952,20,6,6,3,15.0,66,6105598,39,1:27.974,190.488,1
952,817,9,3,4,12.0,66,6143967,46,1:28.209,189.98,1
952,822,3,7,5,10.0,66,6145288,60,1:29.081,188.12,1
952,832,5,8,6,8.0,66,6161412,42,1:29.663,186.899,1
952,815,10,9,7,6.0,66,6179555,37,1:29.801,186.612,1
952,13,3,18,8,4.0,66,6180724,43,1:29.238,187.789,1
953,1,131,3,1,25.0,78,7169133,71,1:17.939,154.135,1
953,817,9,1,2,18.0,78,7176385,67,1:18.294,153.437,1
953,815,10,7,3,15.0,78,7182958,64,1:18.446,153.139,1
953,20,6,4,4,12.0,78,7184979,62,1:18.005,154.005,1
953,4,1,9,5,10.0,78,7254209,72,1:19.170,151.739,1
953,807,10,5,6,8.0,78,7262132,74,1:19.232,151.62,1
953,3,131,2,7,6.0,78,7262423,74,1:18.763,152.523,1
954,1,131,1,1,25.0,70,5465296,68,1:15.981,206.625,1
954,20,6,3,2,18.0,70,5470307,70,1:16.297,205.769,1
954,822,3,7,3,15.0,70,5511718,68,1:16.938,204.055,1
954,830,9,5,4,12.0,70,5518316,49,1:16.319,205.71,1
954,3,131,2,5,10.0,70,5527389,60,1:15.599,207.669,1
954,8,6,6,6,8.0,70,5528313,44,1:16.919,204.105,1
954,817,9,4,7,6.0,70,5528930,51,1:16.506,205.207,1
955,3,131,1,1,25.0,51,5572366,48,1:46.485,202.946,1
955,20,6,3,2,18.0,51,5589062,49,1:47.028,201.917,1
955,815,10,7,3,15.0,51,5597607,45,1:46.990,201.988,1
955,8,6,4,4,12.0,51,5605468,41,1:47.181,201.629,1
955,1,131,10,5,10.0,51,5628701,42,1:46.822,202.306,1
955,822,3,8,6,8.0,51,5633252,50,1:47.604,200.836,1
955,817,9,2,7,6.0,51,5641595,51,1:47.736,200.59,1
955,830,9,9,8,4.0,51,5643062,50,1:46.973,202.021,1
955,807,10,12,9,2.0,51,5650074,37,1:48.012,200.077,1
955,13,3,5,10,1.0,51,5657741,35,1:47.761,200.543,1
955,18,1,19,11,0.0,51,5677183,50,1:47.622,200.802,1
956,1,131,1,1,25.0,71,5258107,67,1:08.411,227.647,1
956,830,9,8,2,18.0,71,5263826,69,1:09.618,223.7,1
956,8,6,4,3,15.0,71,5264131,66,1:08.876,226.11,1
956,3,131,6,4,12.0,71,5284817,66,1:08.491,227.381,1
956,817,9,5,5,10.0,71,5289088,66,1:08.770,226.459,1
956,18,1,3,6,8.0,71,5295813,70,1:10.001,222.476,1
956,154,210,13,7,6.0,71,5302775,67,1:09.925,222.718,1
956,832,5,15,8,4.0,71,5305507,68,1:10.138,222.042,1
957,1,131,1,1,25.0,52,5695831,45,1:35.771,221.44,1
957,830,9,3,2,18.0,52,5704081,41,1:36.407,219.979,1
957,3,131,2,3,15.0,52,5712742,44,1:35.548,221.957,1
957,817,9,4,4,12.0,52,5722042,52,1:36.013,220.882,1
957,8,6,5,5,10.0,52,5765574,39,1:36.994,218.648,1
957,815,10,10,6,8.0,52,5772772,35,1:37.900,216.625,1
957,807,10,8,7,6.0,52,5773543,51,1:37.618,217.25,1
957,832,5,7,8,4.0,52,5781689,43,1:37.401,217.734,1
957,20,6,11,9,2.0,52,5787485,44,1:36.933,218.786,1
957,826,5,15,10,1.0,52,5788431,35,1:37.667,217.141,1
958,1,131,2,1,25.0,70,6030115,69,1:23.849,188.095,1
958,3,131,1,2,18.0,70,6032092,60,1:23.670,188.497,1
958,817,9,3,3,15.0,70,6057654,60,1:24.608,186.407,1
958,20,6,5,4,12.0,70,6058328,59,1:24.383,186.904,1
958,830,9,4,5,10.0,70,6078774,40,1:24.687,186.234,1
958,8,6,14,6,8.0,70,6079159,52,1:23.086,189.822,1
959,1,131,2,1,25.0,67,5444200,52,1:18.746,209.107,1
959,817,9,3,2,18.0,67,5451196,48,1:18.442,209.918,1
959,830,9,4,3,15.0,67,5457613,47,1:18.910,208.673,1
959,3,131,1,4,12.0,67,5460045,51,1:19.122,208.114,1
959,20,6,6,5,10.0,67,5476770,48,1:18.710,209.203,1
959,8,6,5,6,8.0,67,5481223,36,1:19.572,206.937,1
959,807,10,8,7,6.0,67,5514249,46,1:20.056,205.686,1
960,3,131,1,1,25.0,44,6291058,11,1:51.746,225.64,1
960,817,9,5,2,18.0,44,6305171,11,1:52.461,224.205,1
960,1,131,21,3,15.0,44,6318692,40,1:51.583,225.969,1
960,807,10,7,4,12.0,44,6326965,41,1:53.530,222.094,1
960,815,10,6,5,10.0,44,6331718,34,1:53.414,222.321,1
960,20,6,4,6,8.0,44,6336452,35,1:52.728,223.674,1
960,4,1,22,7,6.0,44,6350503,43,1:54.484,220.243,1
960,822,3,8,8,4.0,44,6351209,31,1:54.120,220.946,1
960,8,6,3,9,2.0,44,6352167,27,1:53.498,222.157,1
960,13,3,10,10,1.0,44,6356931,25,1:54.342,220.517,1
960,830,9,2,11,0.0,44,6362196,32,1:53.281,222.582,1
960,821,210,18,12,0.0,44,6364935,26,1:54.335,220.53,1
960,154,210,11,13,0.0,44,6367532,25,1:53.803,221.561,1
960,826,5,19,14,0.0,44,6378155,37,1:52.081,224.965,1
960,835,4,13,15,0.0,44,6384223,41,1:53.251,222.641,1
961,3,131,2,1,25.0,53,4648089,26,1:26.599,240.82,1
961,1,131,1,2,18.0,53,4663159,27,1:26.303,241.646,1
961,20,6,3,3,15.0,53,4669079,48,1:26.310,241.626,1
961,8,6,4,4,12.0,53,4675650,50,1:26.016,242.452,1
961,817,9,6,5,10.0,53,4693384,52,1:25.919,242.726,1
961,822,3,5,6,8.0,53,4699104,46,1:26.708,240.517,1
961,830,9,7,7,6.0,53,4702325,50,1:26.405,241.361,1
961,815,10,8,8,4.0,53,4713043,40,1:26.920,239.93,1
961,13,3,11,9,2.0,53,4713706,50,1:26.400,241.375,1
961,807,10,9,10,1.0,53,4726745,40,1:26.954,239.837,1
962,3,131,1,1,25.0,61,6948950,38,1:50.296,165.318,1
962,817,9,2,2,18.0,61,6949438,49,1:47.187,170.113,1
962,1,131,3,3,15.0,61,6956988,52,1:47.752,169.221,1
962,8,6,5,4,12.0,61,6959169,51,1:48.204,168.515,1
962,20,6,22,5,10.0,61,6976644,45,1:47.345,169.863,1
962,830,9,4,6,8.0,61,7020147,46,1:49.050,167.207,1
962,4,1,9,7,6.0,61,7038148,49,1:51.249,163.902,1
962,815,10,17,8,4.0,61,7060012,34,1:51.517,163.508,1
962,826,5,7,9,2.0,61,7060507,39,1:50.944,164.353,1
962,825,4,15,10,1.0,61,7068902,44,1:50.858,164.48,1
963,817,9,4,1,25.0,56,5832776,44,1:37.449,204.771,1
963,830,9,3,2,18.0,56,5835219,44,1:37.376,204.925,1
963,3,131,2,3,15.0,56,5858292,44,1:36.424,206.948,1
963,8,6,6,4,12.0,56,5861561,47,1:37.466,204.736,1
963,822,3,11,5,10.0,56,5894358,53,1:39.199,201.159,1
963,815,10,7,6,8.0,56,5896570,51,1:39.328,200.898,1
963,4,1,22,7,6.0,56,5897981,44,1:38.291,203.017,1
963,807,10,8,8,4.0,56,5906838,43,1:37.793,204.051,1
963,18,1,9,9,2.0,56,5914592,51,1:38.740,202.094,1
963,835,4,19,10,1.0,56,5928242,53,1:39.350,200.853,1
963,832,5,16,11,0.0,56,5931654,44,1:39.243,201.07,1
964,3,131,1,1,25.0,53,5203333,31,1:36.049,217.651,1
964,830,9,3,2,18.0,53,5208311,43,1:36.386,216.89,1
964,1,131,2,3,15.0,53,5209109,36,1:35.152,219.703,1
964,20,6,6,4,12.0,53,5223602,36,1:35.118,219.781,1
964,8,6,8,5,10.0,53,5231703,33,1:35.990,217.785,1
964,817,9,4,6,8.0,53,5237274,36,1:35.511,218.877,1
964,815,10,5,7,6.0,53,5260828,31,1:36.756,216.061,1
964,807,10,9,8,4.0,53,5262510,39,1:37.351,214.74,1
964,13,3,12,9,2.0,53,5301096,35,1:37.785,213.787,1
964,822,3,11,10,1.0,53,5301656,33,1:37.844,213.658,1
964,154,210,7,11,0.0,53,5302587,32,1:37.020,215.473,1
965,1,131,1,1,25.0,56,5892618,45,1:42.386,193.842,1
965,3,131,2,2,18.0,56,5897138,34,1:41.897,194.773,1
965,817,9,3,3,15.0,56,5912310,51,1:42.555,193.523,1
965,20,6,6,4,12.0,56,5935752,55,1:39.877,198.712,1
965,4,1,12,5,10.0,56,5986571,36,1:43.502,191.752,1
965,832,5,10,6,8.0,56,5988742,33,1:42.832,193.002,1
966,1,131,1,1,25.0,71,6031402,66,1:22.596,187.592,1
966,3,131,2,2,18.0,71,6039756,43,1:22.792,187.148,1
966,817,9,4,3,15.0,71,6052260,53,1:21.134,190.972,1
966,830,9,3,4,12.0,71,6052725,66,1:22.887,186.934,1
966,20,6,7,5,10.0,71,6058715,61,1:22.497,187.817,1
966,8,6,6,6,8.0,71,6080778,47,1:22.512,187.783,1
966,807,10,5,7,6.0,71,6090293,50,1:23.288,186.034,1
966,822,3,8,8,4.0,71,6097014,65,1:23.540,185.472,1
966,13,3,9,9,2.0,71,6107608,64,1:23.576,185.392,1
966,815,10,12,10,1.0,71,6108200,62,1:23.607,185.324,1
967,1,131,1,1,25.0,71,10861335,44,1:25.639,181.137,1
967,3,131,2,2,18.0,71,10872790,47,1:26.222,179.912,1
967,830,9,4,3,15.0,71,10882816,67,1:25.305,181.846,1
967,815,10,9,4,12.0,71,10886681,41,1:27.093,178.113,1
967,20,6,5,5,10.0,71,10887669,70,1:26.195,179.968,1
967,832,5,15,6,8.0,71,10890495,38,1:27.153,177.99,1
967,807,10,8,7,6.0,71,10891162,69,1:26.728,178.862,1
967,817,9,6,8,4.0,71,10891821,42,1:25.532,181.363,1
967,831,15,21,9,2.0,71,10903955,70,1:27.547,177.189,1
967,4,1,10,10,1.0,71,10905767,70,1:27.104,178.09,1
967,822,3,11,11,0.0,71,10906627,70,1:26.062,180.246,1
967,839,209,22,12,0.0,71,10907144,47,1:27.796,176.686,1
967,826,5,14,13,0.0,71,10912527,42,1:27.476,177.333,1
967,825,4,18,14,0.0,71,10912890,69,1:26.524,179.284,1
967,836,209,19,15,0.0,71,10921833,69,1:27.919,176.439,1
967,18,1,17,16,0.0,71,10943329,38,1:26.983,178.338,1
968,1,131,1,1,25.0,55,5884013,37,1:45.137,190.174,1
968,3,131,2,2,18.0,55,5884452,33,1:45.261,189.95,1
968,20,6,5,3,15.0,55,5884856,43,1:43.729,192.756,1
968,830,9,6,4,12.0,55,5885698,36,1:45.187,190.084,1
968,817,9,3,5,10.0,55,5889328,29,1:44.889,190.624,1
968,8,6,4,6,8.0,55,5902829,35,1:45.163,190.127,1
968,807,10,7,7,6.0,55,5934127,31,1:45.949,188.717,1
968,815,10,8,8,4.0,55,5942789,30,1:45.249,189.972,1
968,13,3,10,9,2.0,55,5943449,33,1:45.675,189.206,1
968,4,1,9,10,1.0,55,5943909,50,1:44.495,191.343,1
968,154,210,14,11,0.0,55,5960790,45,1:44.970,190.477,1
968,821,210,13,12,0.0,55,5979126,45,1:45.928,188.754,1
969,20,6,2,1,25.0,57,5051672,53,1:26.638,220.351,1
969,1,131,1,2,18.0,57,5061647,44,1:27.033,219.351,1
969,822,131,3,3,15.0,57,5062922,56,1:26.593,220.465,1
969,8,6,4,4,12.0,57,5074065,56,1:26.538,220.605,1
969,830,9,5,5,10.0,57,5080499,43,1:26.964,219.525,1
969,13,3,7,6,8.0,57,5135058,49,1:28.045,216.83,1
970,1,131,1,1,25.0,56,5856158,44,1:35.378,205.745,1
970,20,6,2,2,18.0,56,5862408,40,1:35.423,205.648,1
970,830,9,16,3,15.0,56,5901350,31,1:36.722,202.886,1
970,817,9,5,4,12.0,56,5902193,36,1:36.791,202.741,1
970,8,6,4,5,10.0,56,5904234,42,1:36.003,204.406,1
970,822,131,3,6,8.0,56,5904966,41,1:35.849,204.734,1
970,832,5,11,7,6.0,56,5929051,30,1:37.398,201.478,1
971,20,6,3,1,25.0,57,5633374,36,1:33.826,207.652,1
971,1,131,2,2,18.0,57,5640034,46,1:32.798,209.952,1
971,822,131,1,3,15.0,57,5653771,33,1:34.087,207.076,1
971,8,6,5,4,12.0,57,5655849,55,1:33.720,207.887,1
971,817,9,4,5,10.0,57,5672720,42,1:33.495,208.387,1
971,13,3,8,6,8.0,57,5687700,39,1:34.256,206.705,1
971,815,10,18,7,6.0,57,5695980,39,1:34.609,205.933,1
971,154,210,9,8,4.0,57,5708239,33,1:34.948,205.198,1
971,807,4,7,9,2.0,57,5713562,40,1:35.372,204.286,1
971,839,10,14,10,1.0,57,5729085,39,1:35.179,204.7,1
972,822,131,3,1,25.0,52,5288743,49,1:37.367,216.221,1
972,20,6,1,2,18.0,52,5289360,49,1:37.312,216.343,1
972,8,6,2,3,15.0,52,5299743,49,1:36.844,217.388,1
972,1,131,4,4,12.0,52,5325063,18,1:38.398,213.955,1
972,830,9,7,5,10.0,52,5349159,47,1:38.429,213.888,1
972,815,10,9,6,8.0,52,5375531,51,1:38.661,213.385,1
972,839,10,10,7,6.0,52,5383747,50,1:38.745,213.203,1
972,807,4,8,8,4.0,52,5384931,52,1:38.418,213.912,1
973,1,131,1,1,25.0,66,5756497,64,1:23.593,200.471,1
973,20,6,2,2,18.0,66,5759987,43,1:23.674,200.277,1
973,817,9,6,3,15.0,66,5832317,40,1:23.686,200.248,1
974,20,6,2,1,25.0,78,6284340,38,1:15.238,159.669,1
974,8,6,1,2,18.0,78,6287485,39,1:15.527,159.058,1
974,817,9,5,3,15.0,78,6288085,51,1:15.756,158.577,1
974,822,131,3,4,12.0,78,6289857,22,1:16.439,157.16,1
974,830,9,4,5,10.0,78,6290539,56,1:16.329,157.387,1
